,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
202,0.150383,0.448342,0.837981,0.621904,0.583201,0.645392,0.172283,0.306663,0.805494,0.794369,0.450044
203,0.246551,0.009564,0.002344,0.668459,0.005974,0.163438,0.009099,0.544813,0.527115,0.847968,0.040650
204,0.855905,0.418031,0.514421,0.172990,0.393002,0.755268,0.003238,0.094919,0.695336,0.398296,0.091193
205,0.330369,0.046610,0.018225,0.726040,0.027175,0.254736,0.017108,0.409808,0.571852,0.958404,0.595733
206,0.901655,0.299091,0.438780,0.413588,0.253170,0.304247,0.860558,0.448396,0.473078,0.000107,0.860787
207,0.778149,0.122689,0.145874,0.585710,0.106304,0.718042,0.121756,0.644435,0.687264,0.262321,0.353749
208,0.739892,0.665926,0.409926,0.023141,0.533775,0.505191,0.704428,0.957939,0.646312,0.875945,0.855391
209,0.721391,0.520284,0.509759,0.069236,0.587090,0.976881,0.295331,0.065622,0.848167,0.626324,0.164287
210,0.592104,0.000369,0.000191,0.668459,0.000614,0.583791,0.031055,0.921267,0.582349,0.541480,0.531588
211,0.567288,0.423154,0.307972,0.185594,0.326364,0.221349,0.834877,0.270542,0.582349,0.290800,0.802789
212,0.958113,0.958144,0.780967,0.406215,0.671373,0.400137,0.077961,0.657750,0.206611,0.146714,0.325353
213,0.332152,0.284212,0.175660,0.706654,0.212274,0.063478,0.615524,0.326783,0.178039,0.181150,0.790806
214,0.474309,0.406915,0.706966,0.948263,0.632647,0.846895,0.205020,0.572059,0.392058,0.887282,0.176516
215,0.306568,0.227065,0.444075,0.146084,0.257899,0.671586,0.091547,0.423924,0.463822,0.061682,0.088190
216,0.647246,0.721584,0.697670,0.621904,0.979691,0.680117,0.161976,0.349925,0.957907,0.040030,0.909736
217,0.535619,0.339304,0.148608,0.384570,0.495460,0.096367,0.301643,0.311570,0.661642,0.153815,0.201151
218,0.988945,0.404916,0.364541,0.343449,0.287560,0.703170,0.670223,0.984230,0.817320,0.450872,0.116821
219,0.563102,0.830609,0.909516,0.185594,0.921142,0.535438,0.318278,0.695411,0.671800,0.063530,0.430777
220,0.953963,0.905516,0.475630,0.058126,0.571608,0.996896,0.305456,0.598466,0.971598,0.577081,0.020410
221,0.947229,0.408921,0.293542,0.406215,0.300573,0.212389,0.561317,0.735217,0.235205,0.462900,0.516611
222,0.798755,0.740170,0.762633,0.726040,0.543113,0.882449,0.590105,0.143300,0.404128,0.193053,0.192983
223,0.938831,0.918238,0.576007,0.164950,0.663143,0.955656,0.303555,0.495455,0.330189,0.313844,0.732718
224,0.092953,0.036938,0.024816,0.855828,0.023305,0.936104,0.474479,0.559281,0.570915,0.580430,0.842203
225,0.681228,0.622905,0.394048,0.687457,0.777297,0.235533,0.062548,0.295696,0.084544,0.014081,0.174567
226,0.712703,0.805475,0.738844,0.185594,0.504447,0.949595,0.143483,0.488058,0.770145,0.000013,0.224993
227,0.914497,0.235573,0.278120,0.559222,0.149162,0.792283,0.490668,0.906578,0.710530,0.009415,0.043206
