,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
735,0.842550,0.000000,0.000000,0.559222,0.000000,0.217979,0.692708,0.373621,0.651843,0.000000,0.261931
736,0.290986,0.000000,0.000000,0.075413,0.000000,0.776750,0.005654,0.678963,0.978540,0.000000,0.618179
737,0.024578,0.000000,0.000000,0.451626,0.000000,0.990778,0.032731,0.633844,0.412590,0.000000,0.226404
738,0.803749,0.000000,0.000000,0.370540,0.000000,0.668777,0.056165,0.253531,0.734515,0.000000,0.146952
739,0.093763,0.000008,0.000028,0.677932,0.000020,0.711192,0.197767,0.504245,0.757137,0.000000,0.302669
740,0.907525,0.000000,0.000000,0.855828,0.000000,0.144347,0.238689,0.357946,0.290957,0.000000,0.281194
741,0.278142,0.000001,0.000000,0.323983,0.000000,0.377279,0.000493,0.095981,0.413410,0.000000,0.452290
742,0.796534,0.000000,0.000000,0.795208,0.000000,0.762953,0.002116,0.004827,0.233796,0.000000,0.167577
743,0.563661,0.000000,0.000000,0.726040,0.000000,0.032223,0.018340,0.404031,0.869945,0.000000,0.446140
744,0.169785,0.000524,0.000735,0.745603,0.000439,0.509343,0.846169,0.705376,0.426904,0.999593,0.235359
745,0.399254,0.000000,0.000000,0.398920,0.000000,0.369911,0.125483,0.037377,0.141424,0.000000,0.222728
746,0.098251,0.000000,0.000001,0.181319,0.000001,0.712539,0.000167,0.019993,0.346210,0.000000,0.546533
747,0.598018,0.000001,0.000002,0.264386,0.000001,0.143338,0.096854,0.363942,0.893405,0.000000,0.446119
748,0.874895,0.000000,0.000000,0.149719,0.000000,0.172641,0.000008,0.000897,0.875069,0.000000,0.365327
749,0.587137,0.000000,0.000000,0.805236,0.000000,0.045608,0.143473,0.400515,0.774615,0.000000,0.576122
750,0.673306,0.002463,0.001406,0.099318,0.001692,0.483158,0.965790,0.539935,0.301851,0.552389,0.381153
751,0.171731,0.000000,0.000000,0.391705,0.000000,0.518727,0.019150,0.179025,0.224675,0.000000,0.205547
752,0.714038,0.000006,0.000004,0.989646,0.000004,0.513191,0.338704,0.331814,0.286358,0.000000,0.068536
753,0.155565,0.000000,0.000000,0.067271,0.000000,0.142552,0.019881,0.290194,0.719320,0.000000,0.910748
754,0.917888,0.000048,0.000061,0.356832,0.000047,0.583410,0.542201,0.686987,0.105229,0.000000,0.599468
755,0.516176,0.000000,0.000000,0.189943,0.000000,0.136646,0.367479,0.730851,0.963019,0.000000,0.085729
756,0.894997,0.000000,0.000000,0.157194,0.000000,0.201170,0.275303,0.245240,0.047871,0.000000,0.963427
757,0.985269,0.000000,0.000000,0.157194,0.000000,0.893447,0.315617,0.983069,0.727944,0.000000,0.603213
758,0.000577,0.000000,0.000000,0.436178,0.000000,0.703801,0.042113,0.123647,0.483205,0.000000,0.661595
759,0.969171,0.000001,0.000001,0.567986,0.000001,0.655933,0.240208,0.471277,0.225025,0.000000,0.558540
760,0.674717,0.000000,0.000000,0.508059,0.000000,0.822709,0.002013,0.098630,0.952845,0.000000,0.033094
761,0.333557,0.000000,0.000000,0.550524,0.000000,0.437873,0.018134,0.025708,0.607486,0.000000,0.325034
762,0.822698,0.000000,0.000000,0.659038,0.000000,0.112151,0.021731,0.050611,0.481427,0.000000,0.041150
763,0.507712,0.000000,0.000000,0.668459,0.000000,0.278830,0.326690,0.772819,0.442650,0.000000,0.548181
764,0.005239,0.000000,0.000000,0.697031,0.000000,0.221073,0.035432,0.096526,0.461636,0.000000,0.388339
765,0.247989,0.000000,0.000000,0.082032,0.000000,0.094595,0.106547,0.865816,0.985186,0.000000,0.722995
766,0.682499,0.000003,0.000001,0.222501,0.000002,0.015919,0.007440,0.162822,0.256070,0.000000,0.421961
