,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
175,0.880153,0.175135,0.166904,0.149719,0.114505,0.367161,0.294490,0.673718,0.027379,0.573058,0.958332
176,0.377533,0.654105,0.643648,0.576816,0.990973,0.608397,0.120750,0.655892,0.943488,0.371438,0.591226
177,0.176478,0.726898,0.777054,0.896743,0.515345,0.113225,0.831090,0.882745,0.469223,0.361251,0.475970
178,0.176027,0.387240,0.901443,0.242809,0.544991,0.622270,0.721631,0.072346,0.583438,0.980105,0.938776
179,0.918761,0.362695,0.654105,0.567986,0.405659,0.819581,0.317735,0.372526,0.269537,0.599507,0.895695
180,0.485008,0.149067,0.580995,0.866025,0.465553,0.229909,0.808869,0.539065,0.889964,0.429595,0.288922
181,0.589760,0.288072,0.671197,0.785213,0.612654,0.791790,0.202361,0.794173,0.547486,0.133218,0.501554
182,0.862727,0.461307,0.613909,0.391705,0.856352,0.801873,0.685320,0.258485,0.185918,0.585176,0.413654
183,0.080750,0.899380,0.584750,0.876244,0.600794,0.257779,0.912092,0.791824,0.060844,0.446517,0.944935
184,0.064636,0.001948,0.015361,0.649671,0.011359,0.726995,0.803981,0.547865,0.263306,0.176558,0.982102
185,0.280027,0.364541,0.409926,0.336879,0.211239,0.545314,0.214770,0.140571,0.889964,0.854617,0.876824
186,0.112403,0.068507,0.026657,0.007804,0.039757,0.510578,0.223992,0.354692,0.316393,0.766230,0.382274
187,0.156816,0.039101,0.023842,0.336879,0.019923,0.492792,0.713336,0.034127,0.154523,0.711602,0.645262
188,0.480219,0.766577,0.652795,0.640358,0.903198,0.298063,0.990453,0.112755,0.838134,0.428396,0.456520
189,0.928254,0.693689,0.556274,0.384570,0.779467,0.982397,0.295007,0.843698,0.050235,0.889684,0.981737
190,0.791741,0.702980,0.956787,0.149719,0.751408,0.369630,0.819670,0.778210,0.072225,0.548660,0.076689
191,0.246220,0.331473,0.725570,0.567986,0.624617,0.243875,0.360738,0.148900,0.642032,0.689785,0.732824
192,0.706106,0.834306,0.502815,0.232498,0.504447,0.650248,0.964233,0.540555,0.075876,0.865737,0.517953
193,0.462512,0.936147,0.998170,0.096684,0.823189,0.720767,0.168487,0.037861,0.641873,0.499000,0.765586
194,0.655796,0.043435,0.092605,0.421040,0.078530,0.880954,0.614413,0.438806,0.330189,0.086238,0.253624
195,0.022190,0.665926,0.171494,0.499777,0.337641,0.121034,0.253309,0.785260,0.711039,0.225475,0.939745
196,0.252776,0.960786,0.753404,0.030214,0.785984,0.541799,0.361769,0.072721,0.773482,0.713178,0.017335
197,0.273925,0.981005,0.988799,0.612765,0.975180,0.828712,0.224772,0.668069,0.494409,0.954890,0.930550
198,0.605279,0.683089,0.476743,0.391705,0.600794,0.739164,0.551242,0.120932,0.283269,0.863322,0.336527
199,0.333429,0.916334,0.963952,0.428570,0.932378,0.151874,0.681619,0.026535,0.290957,0.581254,0.389520
200,0.014751,0.019626,0.143183,0.825387,0.071591,0.122907,0.634292,0.777177,0.317019,0.701273,0.923185
201,0.557092,0.310428,0.369189,0.391705,0.192266,0.947075,0.560063,0.846340,0.695336,0.686182,0.042247
202,0.874895,0.613909,0.572280,0.119393,0.481259,0.794125,0.006802,0.512357,0.151709,0.818244,0.968095
203,0.954347,0.611349,0.414979,0.253438,0.397720,0.655716,0.781570,0.811091,0.842021,0.152667,0.870890
204,0.905537,0.001779,0.003483,0.237614,0.003387,0.062486,0.325332,0.235667,0.655550,0.944287,0.967976
205,0.807201,0.617758,0.290407,0.253438,0.656997,0.096413,0.354468,0.706774,0.076064,0.838412,0.327548
206,0.837573,0.932735,0.620329,0.323983,0.717323,0.075872,0.872428,0.352636,0.463936,0.446859,0.875520
207,0.667378,0.170466,0.154673,0.067271,0.113212,0.280087,0.833891,0.530969,0.302512,0.906008,0.705979
208,0.518715,0.734865,0.943496,0.122504,0.796880,0.200003,0.867637,0.075831,0.167349,0.715281,0.049601
209,0.185663,0.040147,0.190885,0.421040,0.103876,0.697552,0.774542,0.349116,0.109185,0.428914,0.425458
210,0.707700,0.580995,0.540511,0.765331,0.587090,0.202824,0.623869,0.965597,0.205330,0.649138,0.954939
211,0.010107,0.941903,0.788760,0.483430,0.747119,0.273180,0.039650,0.006335,0.830156,0.019337,0.800468
212,0.216827,0.413965,0.588517,0.031217,0.379054,0.030089,0.863389,0.473929,0.417309,0.855493,0.965253
213,0.891483,0.604968,0.780967,0.370540,0.652912,0.162684,0.270969,0.008810,0.817320,0.685660,0.313785
214,0.347081,0.958814,0.579746,0.350100,0.620618,0.420130,0.460393,0.144220,0.389117,0.236110,0.763843
215,0.136684,0.014298,0.038513,0.406215,0.019330,0.358982,0.799273,0.621171,0.586648,0.908271,0.940515
216,0.843326,0.319560,0.275861,0.406215,0.224979,0.268772,0.483967,0.828481,0.104045,0.540744,0.077252
217,0.862964,0.058409,0.061185,0.621904,0.031587,0.943461,0.578293,0.893361,0.738879,0.332940,0.978520
218,0.381687,0.330611,0.677799,0.745603,0.388319,0.267942,0.194007,0.635269,0.872585,0.114913,0.092851
219,0.642214,0.791347,0.519108,0.855828,0.764320,0.041681,0.800302,0.660522,0.803379,0.533691,0.312076
220,0.079564,0.757363,0.635841,0.576816,0.896481,0.509153,0.643084,0.541426,0.371765,0.909903,0.093805
221,0.683133,0.291971,0.195998,0.735800,0.232636,0.031145,0.073145,0.673931,0.857420,0.291050,0.106073
222,0.334324,0.613909,0.552614,0.687457,0.341934,0.990061,0.823787,0.283150,0.199495,0.105358,0.575772
223,0.038374,0.895201,0.840418,0.845655,0.760008,0.611769,0.274500,0.444061,0.661810,0.531830,0.524688
224,0.616715,0.638440,0.544126,0.125678,0.562031,0.061350,0.509406,0.651574,0.706758,0.429757,0.269711
225,0.985513,0.410933,0.450485,0.336879,0.957142,0.161475,0.773666,0.363451,0.106068,0.966156,0.457000
226,0.101659,0.869931,0.722913,0.398920,0.869693,0.387356,0.914880,0.014752,0.424105,0.757826,0.355203
227,0.177202,0.996919,0.942702,0.084341,0.858573,0.762580,0.940065,0.852075,0.376909,0.369950,0.408109
228,0.167154,0.558721,0.915375,0.391705,0.685871,0.542252,0.575327,0.934099,0.039898,0.900775,0.109807
229,0.450612,0.990468,0.878948,0.483430,0.713100,0.576103,0.134367,0.567433,0.318497,0.211309,0.940744
230,0.828235,0.198305,0.327181,0.077569,0.169251,0.791388,0.607962,0.004396,0.805494,0.860672,0.685688
231,0.772899,0.481214,0.484585,0.866025,0.336218,0.376982,0.435148,0.496791,0.542319,0.868496,0.656425
232,0.787922,0.850062,0.669879,0.248084,0.479500,0.064443,0.284559,0.171293,0.956974,0.704156,0.612256
233,0.062610,0.407917,0.380517,0.533330,0.297940,0.908012,0.066770,0.674637,0.290949,0.369108,0.755891
